Room Number,Appliance Type,Issue Reported,Last Maintenance Date,Usage Hours,Days Since Maintenance,Average_Daily_Usage,Device_Year,Warranty Year
2100,Lamp,Overheating,9/19/2023,2653,637,4,2015,2017
2090,Coffee Maker,Flickering,9/28/2024,3594,262,14,2019,2022
2142,Mini Fridge,Unresponsive,3/25/2025,1583,84,18,2020,2022
2143,Air Conditioner,Low performance,3/12/2025,4572,97,24,2014,2019
2014,Lamp,Low performance,11/27/2023,3222,567,5,2019,2021
2067,Lamp,Overheating,4/19/2024,4107,423,10,2014,2016
2074,Coffee Maker,Noisy,1/22/2024,3680,511,7,2020,2023
2091,Television,Overheating,7/4/2023,2082,713,3,2015,2019
2072,Heater,Unresponsive,5/1/2023,2829,778,3,2016,2019
2045,Heater,Overheating,3/30/2025,2744,79,24,2024,2027
2049,Mini Fridge,Low performance,9/5/2023,2075,651,3,2018,2021
2074,Heater,Overheating,8/15/2023,831,671,1,2015,2018
2139,Lamp,Leaking,3/18/2025,3064,90,24,2020,2022
2040,Heater,Leaking,4/26/2024,2512,417,6,2024,2027
2149,Air Conditioner,Low performance,3/12/2023,4444,827,5,2020,2025
2080,Hair Dryer,Low performance,5/17/2023,3850,762,6,2022,2024
2068,Hair Dryer,Unresponsive,7/26/2023,4544,691,7,2024,2026
2107,Heater,Unresponsive,8/16/2024,3939,305,14,2022,2025
2101,Mini Fridge,Low performance,2/27/2024,1097,475,3,2018,2022
2058,Coffee Maker,Leaking,12/1/2023,4622,564,8,2018,2021
2059,Air Conditioner,Leaking,3/4/2023,4383,836,5,2017,2022
2034,Air Conditioner,Leaking,11/11/2023,2227,584,3,2023,2028
2000,Heater,Low performance,3/28/2023,2805,811,3,2021,2024
2072,Lamp,Unresponsive,12/7/2024,3432,192,22,2017,2019
2124,Hair Dryer,Flickering,11/20/2023,4835,574,9,2023,2025
2067,Coffee Maker,Flickering,9/28/2024,2726,261,11,2023,2026
2148,Air Conditioner,Noisy,12/23/2023,4800,541,9,2016,2021
2033,Air Conditioner,Unresponsive,2/15/2025,4371,122,24,2023,2028
2094,Lamp,Flickering,9/8/2023,863,648,1,2014,2016
2055,Air Conditioner,Overheating,7/8/2024,3848,343,11,2014,2019
2141,Lamp,Not working,2/7/2025,452,130,4,2022,2024
2006,Air Conditioner,Unresponsive,4/12/2025,3638,65,23,2016,2021
2095,Air Conditioner,Flickering,6/23/2023,4227,724,7,2024,2029
2079,Lamp,Flickering,8/29/2024,2834,292,10,2018,2020
2058,Heater,Flickering,1/9/2023,1111,889,1,2019,2022
2125,Television,Not working,8/11/2024,2181,310,6,2023,2027
2041,Air Conditioner,Flickering,4/29/2025,4191,48,24,2023,2028
2133,Hair Dryer,Low performance,5/31/2023,2695,747,4,2014,2016
2010,Air Conditioner,Unresponsive,7/28/2024,4539,323,15,2017,2022
2027,Heater,Not working,11/22/2024,1080,207,6,2024,2027
2071,Heater,Not working,5/10/2023,849,769,1,2020,2023
2063,Hair Dryer,Overheating,3/20/2023,2641,819,3,2017,2019
2143,Coffee Maker,Not working,8/20/2023,4301,667,7,2019,2022
2062,Lamp,Flickering,1/14/2024,1648,520,4,2023,2025
2081,Television,Overheating,3/18/2024,2360,456,5,2022,2026
2100,Air Conditioner,Noisy,2/21/2025,690,116,6,2015,2020
2002,Television,Overheating,4/18/2024,1078,424,3,2018,2022
2070,Television,Noisy,3/6/2025,1234,102,15,2024,2028
2133,Television,Low performance,6/17/2023,3073,731,4,2019,2023
2005,Air Conditioner,Overheating,1/15/2025,3847,152,24,2024,2029
2130,Television,Leaking,7/1/2024,2464,351,7,2014,2018
2012,Mini Fridge,Not working,10/18/2024,1888,241,7,2024,2026
2018,Hair Dryer,Low performance,3/2/2024,3955,471,8,2021,2023
2019,Lamp,Leaking,8/21/2024,2248,300,9,2016,2018
2080,Lamp,Unresponsive,5/17/2025,3342,30,24,2020,2022
2006,Heater,Overheating,4/11/2025,4954,67,24,2024,2027
2071,Hair Dryer,Leaking,4/15/2024,2197,427,5,2024,2026
2068,Television,Overheating,4/26/2025,2781,51,24,2018,2022
2013,Mini Fridge,Not working,6/13/2025,2709,4,24,2014,2019
2001,Hair Dryer,Flickering,6/1/2023,2368,747,3,2015,2017
2000,Coffee Maker,Flickering,4/28/2024,4051,415,10,2023,2026
2107,Coffee Maker,Leaking,6/7/2023,3000,740,4,2017,2020
2053,Lamp,Noisy,6/12/2023,1010,735,1,2020,2022
2028,Lamp,Flickering,3/27/2023,4203,812,5,2014,2016
2041,Mini Fridge,Low performance,12/8/2024,2543,191,13,2018,2021
2060,Lamp,Not working,12/2/2024,1303,197,6,2017,2019
2111,Coffee Maker,Low performance,5/12/2025,905,36,24,2016,2019
2029,Lamp,Not working,6/3/2023,1373,744,1,2023,2025
2089,Air Conditioner,Noisy,10/28/2024,951,231,3,2016,2021
2044,Lamp,Not working,12/11/2024,4179,187,21,2022,2024
2001,Lamp,Flickering,4/5/2024,1943,438,4,2022,2024
2033,Heater,Unresponsive,4/22/2023,2716,786,4,2020,2023
2122,Lamp,Flickering,11/9/2023,3066,586,5,2016,2018
2030,Hair Dryer,Noisy,12/9/2024,1930,190,11,2024,2026
2010,Heater,Unresponsive,9/20/2023,1812,635,3,2015,2018
2016,Air Conditioner,Overheating,9/12/2023,1048,644,1,2016,2021
2142,Heater,Leaking,5/27/2024,596,385,1,2020,2023
2043,Lamp,Unresponsive,6/20/2023,1148,727,2,2016,2018
2077,Television,Unresponsive,11/13/2024,2306,216,11,2014,2018
2112,Mini Fridge,Noisy,8/30/2023,3650,657,6,2020,2024
2073,Coffee Maker,Noisy,1/22/2025,1022,146,7,2017,2020
2047,Coffee Maker,Noisy,10/17/2023,735,608,1,2023,2026
2035,Lamp,Flickering,9/7/2023,3015,648,5,2023,2025
2116,Hair Dryer,Low performance,7/19/2024,618,332,2,2024,2026
2062,Hair Dryer,Low performance,3/13/2023,4316,826,5,2022,2024
2130,Air Conditioner,Flickering,4/3/2025,4609,75,24,2017,2022
2073,Lamp,Low performance,3/9/2024,1127,464,3,2023,2025
2127,Television,Flickering,4/1/2025,3263,76,24,2021,2025
2034,Mini Fridge,Unresponsive,10/17/2023,2475,608,4,2016,2018
2066,Mini Fridge,Leaking,12/19/2024,3054,180,16,2020,2022
2017,Hair Dryer,Unresponsive,12/21/2024,960,178,5,2024,2026
2139,Mini Fridge,Unresponsive,3/7/2025,2614,102,24,2017,2021
2005,Air Conditioner,Overheating,10/23/2024,1614,236,7,2022,2027
2131,Hair Dryer,Low performance,4/22/2023,4735,786,6,2024,2026
2135,Lamp,Low performance,1/2/2023,569,897,1,2015,2017
2131,Air Conditioner,Leaking,11/2/2023,3201,592,5,2017,2022
2044,Television,Low performance,9/30/2023,2319,625,3,2016,2020
2056,Air Conditioner,Low performance,1/22/2025,2165,146,14,2017,2022
2085,Heater,Flickering,9/30/2023,2470,626,4,2024,2027
2074,Heater,Flickering,5/18/2025,4838,29,24,2024,2027
2002,Lamp,Low performance,6/16/2025,1152,1,24,2024,2026
2033,Coffee Maker,Low performance,1/8/2025,2302,160,14,2016,2019
2149,Air Conditioner,Not working,7/20/2024,4238,332,13,2024,2029
2053,Heater,Flickering,7/12/2024,779,339,3,2021,2024
2130,Air Conditioner,Flickering,3/5/2025,1653,104,18,2022,2027
2090,Coffee Maker,Leaking,5/19/2025,4390,28,24,2018,2021
2102,Television,Leaking,6/25/2024,1132,357,3,2019,2023
2118,Television,Overheating,8/2/2023,2759,684,4,2019,2023
2011,Hair Dryer,Overheating,10/19/2023,1140,606,2,2022,2024
2007,Coffee Maker,Leaking,8/24/2024,3473,296,12,2016,2019
2030,Coffee Maker,Low performance,1/25/2025,3444,142,23,2019,2022
2083,Lamp,Low performance,1/2/2023,1955,897,2,2018,2020
2020,Mini Fridge,Flickering,6/16/2025,4158,1,24,2015,2020
2129,Lamp,Low performance,12/13/2023,1146,551,2,2014,2016
2096,Coffee Maker,Flickering,12/14/2023,1456,551,2,2019,2022
2137,Heater,Noisy,7/15/2024,1285,337,4,2021,2024
2095,Air Conditioner,Not working,11/20/2023,4843,575,8,2017,2022
2115,Television,Flickering,12/26/2023,1140,538,2,2015,2019
2010,Lamp,Unresponsive,10/15/2023,2940,611,5,2022,2024
2063,Mini Fridge,Unresponsive,1/22/2025,2425,146,16,2014,2016
2056,Hair Dryer,Low performance,1/26/2023,2957,872,3,2020,2022
2137,Hair Dryer,Flickering,8/8/2024,1599,313,4,2018,2020
2048,Heater,Noisy,7/14/2023,980,704,1,2014,2017
2084,Heater,Noisy,8/3/2024,4466,318,13,2015,2018
2074,Lamp,Overheating,8/8/2024,1183,313,3,2024,2026
2006,Hair Dryer,Not working,6/2/2025,1112,15,24,2022,2024
2062,Lamp,Not working,10/29/2023,4146,596,7,2014,2016
2045,Air Conditioner,Flickering,12/20/2023,2636,544,5,2014,2019
2106,Coffee Maker,Not working,4/21/2025,3052,57,23,2020,2023
2051,Hair Dryer,Overheating,7/9/2023,4714,708,7,2019,2021
2063,Television,Flickering,3/11/2023,2908,828,3,2017,2021
2063,Air Conditioner,Low performance,8/5/2024,3374,315,11,2018,2023
2061,Mini Fridge,Leaking,3/17/2024,1373,456,3,2018,2023
2134,Coffee Maker,Overheating,4/9/2025,2290,69,24,2021,2024
2081,Lamp,Flickering,2/16/2023,2028,852,3,2016,2018
2043,Heater,Not working,1/13/2024,2582,521,5,2019,2022
2116,Coffee Maker,Unresponsive,3/15/2025,4035,94,24,2019,2022
2006,Television,Overheating,3/23/2023,2131,816,3,2018,2022
2047,Mini Fridge,Overheating,3/21/2023,4606,819,5,2015,2018
2057,Television,Flickering,10/29/2023,2440,596,4,2019,2023
2066,Lamp,Not working,3/19/2023,2426,821,3,2019,2021
2099,Heater,Not working,8/31/2023,3245,656,4,2015,2018
2147,Mini Fridge,Noisy,11/12/2023,525,582,1,2014,2018
2059,Air Conditioner,Flickering,5/29/2025,2679,19,23,2017,2022
2111,Lamp,Noisy,6/1/2024,3463,380,10,2014,2016
2058,Television,Flickering,9/6/2023,2686,650,4,2021,2025
2069,Coffee Maker,Leaking,6/17/2024,4155,365,11,2015,2018
2038,Lamp,Leaking,8/12/2023,6116,674,9,2024,2026
2125,Coffee Maker,Low performance,6/13/2025,4721,3,24,2020,2023
2081,Air Conditioner,Leaking,1/27/2025,2672,140,19,2020,2025
2010,Mini Fridge,Low performance,8/1/2023,1391,686,2,2014,2018
2136,Coffee Maker,Unresponsive,3/25/2024,3892,449,8,2021,2024
2057,Coffee Maker,Noisy,5/11/2023,4489,767,6,2014,2017
2077,Lamp,Low performance,10/12/2023,2280,614,2,2015,2017
2059,Air Conditioner,Overheating,9/1/2024,899,289,4,2018,2023
2119,Heater,Leaking,12/4/2024,1920,194,10,2020,2023
2065,Air Conditioner,Leaking,11/30/2023,1284,565,3,2015,2020
2126,Coffee Maker,Leaking,1/21/2023,3409,878,4,2023,2026
2070,Heater,Overheating,2/17/2025,2217,120,20,2016,2019
2104,Coffee Maker,Noisy,2/28/2023,3051,839,4,2018,2021
2057,Hair Dryer,Not working,10/23/2024,760,236,3,2014,2016
2133,Lamp,Flickering,2/3/2024,2065,500,4,2016,2018
2090,Lamp,Not working,12/31/2023,1550,534,3,2016,2018
2065,Hair Dryer,Flickering,2/7/2024,1189,496,3,2018,2020
2088,Air Conditioner,Low performance,6/26/2024,1607,355,5,2024,2029
2099,Heater,Leaking,3/16/2024,2510,458,5,2014,2017
2141,Mini Fridge,Noisy,3/1/2024,3980,472,8,2015,2020
2109,Mini Fridge,Not working,1/7/2025,574,160,3,2023,2028
2006,Heater,Not working,12/22/2023,2033,543,4,2017,2020
2041,Television,Leaking,1/4/2024,1455,530,3,2014,2018
2020,Television,Overheating,1/2/2023,3360,897,4,2022,2026
2061,Heater,Not working,5/8/2023,2486,771,3,2021,2024
2083,Heater,Unresponsive,3/1/2023,4816,839,6,2022,2025
2043,Coffee Maker,Noisy,7/1/2023,2558,716,4,2020,2023
2127,Coffee Maker,Overheating,1/17/2023,958,881,1,2016,2019
2128,Lamp,Unresponsive,5/13/2024,1038,399,4,2021,2023
2078,Heater,Noisy,6/10/2024,1400,371,4,2021,2024
2131,Mini Fridge,Noisy,8/26/2024,568,295,2,2023,2025
2050,Coffee Maker,Overheating,1/9/2025,2252,159,15,2023,2026
2129,Hair Dryer,Overheating,11/14/2023,2763,581,4,2016,2018
2002,Television,Overheating,1/11/2025,2261,156,13,2020,2024
2097,Heater,Unresponsive,7/15/2023,1106,703,2,2017,2020
2100,Lamp,Not working,6/13/2024,1364,368,3,2016,2018
2132,Lamp,Flickering,7/12/2023,3206,706,5,2014,2016
2097,Heater,Not working,6/13/2024,1969,369,6,2015,2018
2113,Hair Dryer,Not working,8/3/2023,2016,684,3,2024,2026
2018,Air Conditioner,Low performance,9/14/2023,942,642,1,2015,2020
2087,Coffee Maker,Low performance,5/7/2023,1565,772,3,2017,2020
2115,Television,Noisy,2/4/2024,2011,499,4,2023,2027
2121,Lamp,Not working,4/18/2025,4762,59,24,2022,2024
2146,Coffee Maker,Not working,3/11/2024,1643,462,3,2020,2023
2016,Mini Fridge,Low performance,1/7/2023,1213,891,1,2023,2027
2083,Coffee Maker,Low performance,9/17/2024,1406,272,5,2021,2024
2132,Lamp,Noisy,8/10/2024,1864,311,6,2022,2024
2128,Mini Fridge,Low performance,2/22/2023,3136,845,4,2022,2024
2039,Air Conditioner,Overheating,4/18/2025,3679,59,24,2022,2027
2027,Air Conditioner,Overheating,5/4/2024,2514,408,6,2014,2019
2105,Mini Fridge,Not working,4/22/2023,3684,786,5,2014,2016
2086,Air Conditioner,Not working,6/8/2024,1982,373,5,2022,2027
2037,Heater,Low performance,10/25/2024,515,235,2,2023,2026
2090,Television,Flickering,3/29/2023,1554,811,2,2020,2024
2141,Lamp,Low performance,11/20/2023,4171,574,8,2014,2016
2125,Coffee Maker,Leaking,10/13/2024,4073,247,15,2019,2022
2063,Lamp,Low performance,1/4/2024,4526,529,9,2017,2019
2133,Television,Overheating,4/9/2025,4215,68,24,2019,2023
2024,Lamp,Low performance,8/15/2023,2205,671,4,2017,2019
2033,Air Conditioner,Overheating,2/3/2025,4664,133,24,2014,2019
2015,Lamp,Leaking,3/5/2023,2730,835,4,2019,2021
2058,Hair Dryer,Overheating,3/2/2025,790,107,7,2019,2021
2149,Hair Dryer,Leaking,11/6/2023,1256,588,2,2018,2020
2137,Mini Fridge,Not working,6/15/2024,480,366,1,2019,2024
2083,Television,Overheating,1/26/2025,4702,142,24,2021,2025
2105,Television,Noisy,3/1/2025,1951,107,19,2019,2023
2002,Mini Fridge,Overheating,5/26/2025,832,21,23,2015,2017
2109,Mini Fridge,Noisy,4/14/2025,3305,63,24,2018,2020
2054,Lamp,Low performance,2/2/2023,3015,865,3,2017,2019
2051,Air Conditioner,Unresponsive,9/6/2023,3331,650,4,2015,2020
2012,Heater,Noisy,11/9/2024,2426,219,12,2023,2026
2134,Mini Fridge,Unresponsive,12/5/2023,3954,559,8,2019,2024
2144,Mini Fridge,Overheating,1/5/2024,912,529,2,2014,2016
2107,Lamp,Unresponsive,2/7/2024,4358,495,8,2024,2026
2144,Lamp,Unresponsive,4/15/2025,1673,62,23,2022,2024
2087,Mini Fridge,Overheating,12/26/2024,2915,172,16,2015,2020
2092,Mini Fridge,Leaking,7/15/2024,3929,337,11,2014,2019
2070,Hair Dryer,Not working,10/1/2023,4422,625,8,2024,2026
2060,Heater,Leaking,3/10/2024,2584,463,6,2015,2018
2094,Mini Fridge,Noisy,11/11/2024,4175,217,20,2018,2021
2050,Coffee Maker,Unresponsive,7/23/2024,2230,329,7,2020,2023
2112,Heater,Noisy,6/24/2024,4599,357,14,2023,2026
2123,Mini Fridge,Flickering,6/23/2024,2913,358,9,2021,2023
2135,Air Conditioner,Flickering,4/7/2025,4996,70,24,2023,2028
2123,Hair Dryer,Unresponsive,4/4/2024,4604,438,10,2021,2023
2088,Lamp,Low performance,2/13/2024,3646,489,8,2016,2018
2106,Air Conditioner,Unresponsive,10/12/2023,1441,614,3,2021,2026
2105,Heater,Flickering,3/9/2024,2321,465,5,2019,2022
2039,Coffee Maker,Not working,6/16/2025,901,1,24,2022,2025
2145,Coffee Maker,Flickering,2/18/2025,3209,118,24,2015,2018
2059,Coffee Maker,Flickering,12/6/2024,3468,192,18,2019,2022
2079,Television,Not working,4/9/2024,946,434,3,2018,2022
2052,Television,Noisy,1/13/2023,1469,886,2,2016,2020
2083,Mini Fridge,Unresponsive,6/14/2025,2818,2,24,2016,2018
2134,Air Conditioner,Low performance,4/13/2024,2178,429,5,2024,2029
2054,Heater,Not working,9/30/2023,3271,626,5,2024,2027
2139,Coffee Maker,Not working,1/23/2025,4576,145,24,2021,2024
2057,Lamp,Not working,2/14/2024,4558,488,10,2023,2025
2006,Television,Leaking,9/4/2024,2615,285,9,2022,2026
2117,Heater,Noisy,5/27/2025,3141,21,24,2014,2017
2070,Mini Fridge,Flickering,6/3/2024,2020,379,5,2022,2027
2020,Television,Not working,9/21/2023,4009,634,6,2024,2028
2008,Lamp,Not working,3/11/2024,3035,462,6,2018,2020
2016,Television,Not working,1/16/2024,4985,517,9,2014,2018
2110,Mini Fridge,Unresponsive,9/6/2023,4875,649,8,2019,2023
2039,Air Conditioner,Leaking,3/27/2025,4564,82,24,2024,2029
2104,Air Conditioner,Flickering,11/27/2024,3721,201,18,2017,2022
2076,Air Conditioner,Flickering,7/28/2024,4328,323,14,2014,2019
2034,Television,Low performance,8/30/2023,2780,656,4,2019,2023
2126,Hair Dryer,Not working,11/20/2024,4114,208,21,2023,2025
2122,Mini Fridge,Flickering,4/13/2023,4854,796,6,2023,2028
2102,Heater,Low performance,1/6/2023,3842,893,5,2017,2020
2095,Heater,Flickering,2/7/2024,2006,496,3,2021,2024
2065,Air Conditioner,Overheating,8/7/2023,2980,679,4,2019,2024
2091,Coffee Maker,Leaking,3/15/2025,1175,93,16,2021,2024
2103,Lamp,Overheating,7/21/2023,2494,696,4,2021,2023
2016,Air Conditioner,Overheating,12/24/2023,2842,541,6,2023,2028
2019,Lamp,Flickering,8/25/2024,1018,296,4,2024,2026
2020,Hair Dryer,Unresponsive,4/30/2025,4834,48,24,2024,2026
2087,Heater,Noisy,9/2/2024,1512,287,4,2020,2023
2082,Heater,Low performance,11/7/2024,3119,221,14,2023,2026
2027,Hair Dryer,Not working,2/15/2025,3068,122,24,2023,2025
2042,Mini Fridge,Unresponsive,2/24/2025,443,112,4,2016,2021
2065,Air Conditioner,Leaking,2/4/2023,1656,864,2,2016,2021
2005,Coffee Maker,Flickering,8/15/2023,2713,671,5,2014,2017
2023,Hair Dryer,Low performance,4/28/2024,4702,415,10,2017,2019
2072,Hair Dryer,Noisy,12/23/2023,2937,541,5,2023,2025
2008,Heater,Noisy,8/9/2023,1697,677,3,2018,2021
2106,Lamp,Low performance,6/29/2023,2010,719,3,2015,2017
2131,Television,Unresponsive,6/12/2025,2846,4,24,2024,2028
2150,Heater,Low performance,4/5/2024,4903,438,12,2020,2023
2001,Lamp,Flickering,9/28/2024,3522,261,13,2016,2018
2118,Lamp,Overheating,12/25/2023,4461,540,8,2019,2021
2017,Heater,Unresponsive,9/7/2023,2812,648,4,2014,2017
2073,Air Conditioner,Flickering,3/22/2023,2262,817,3,2021,2026
2107,Lamp,Overheating,7/31/2023,1788,687,3,2019,2021
2131,Heater,Noisy,8/28/2024,2731,292,8,2023,2026
2047,Air Conditioner,Flickering,1/9/2024,4861,525,9,2014,2019
2103,Lamp,Not working,1/14/2023,3648,884,4,2019,2021
2061,Heater,Low performance,1/30/2025,2753,137,20,2024,2027
2127,Television,Low performance,11/3/2024,1450,225,6,2016,2020
2124,Television,Not working,1/27/2025,1848,140,13,2021,2025
2137,Hair Dryer,Low performance,2/24/2024,3168,479,7,2021,2023
2116,Mini Fridge,Leaking,12/22/2023,3954,542,8,2023,2026
2027,Air Conditioner,Leaking,3/29/2023,4542,810,6,2014,2019
2114,Air Conditioner,Leaking,5/11/2024,4188,402,10,2021,2026
2008,Air Conditioner,Leaking,9/9/2023,3673,646,6,2017,2022
2111,Coffee Maker,Unresponsive,7/11/2023,1313,706,2,2020,2023
2107,Television,Not working,3/19/2025,1104,89,11,2024,2028
2102,Air Conditioner,Overheating,7/23/2024,2121,329,6,2016,2021
2070,Television,Leaking,5/24/2025,3423,24,24,2015,2019
2124,Television,Low performance,10/4/2023,1033,621,2,2017,2021
2013,Air Conditioner,Leaking,7/22/2024,3211,329,9,2020,2025
2051,Air Conditioner,Noisy,3/1/2025,3135,108,24,2023,2028
2034,Hair Dryer,Flickering,1/10/2024,4603,523,8,2024,2026
2039,Hair Dryer,Not working,7/18/2024,4538,334,14,2024,2026
2094,Lamp,Not working,10/13/2023,4966,612,8,2020,2022
2012,Hair Dryer,Noisy,6/4/2024,858,377,2,2014,2016
2003,Television,Overheating,5/6/2025,1524,41,24,2020,2024
2133,Heater,Unresponsive,6/14/2025,1347,2,24,2023,2026
2060,Coffee Maker,Unresponsive,2/10/2025,3630,126,24,2019,2022
2051,Lamp,Unresponsive,6/16/2024,2626,365,6,2023,2025
2099,Television,Leaking,5/1/2023,2562,777,4,2023,2027
2056,Lamp,Not working,7/25/2023,773,693,1,2023,2025
2081,Heater,Flickering,12/16/2024,1315,183,7,2015,2018
2089,Air Conditioner,Unresponsive,3/25/2023,2359,815,3,2014,2019
2150,Hair Dryer,Leaking,4/3/2025,4511,74,24,2022,2024
2116,Television,Low performance,3/17/2023,3570,822,5,2019,2023
2020,Television,Not working,3/12/2025,1274,96,13,2021,2025
2141,Coffee Maker,Noisy,12/1/2024,2429,198,12,2019,2022
2037,Hair Dryer,Noisy,10/28/2024,4945,231,23,2019,2021
2024,Hair Dryer,Leaking,3/15/2025,3480,93,24,2021,2023
2129,Hair Dryer,Overheating,1/16/2024,3316,518,7,2019,2021
2005,Lamp,Noisy,11/28/2023,4665,566,8,2019,2021
2080,Air Conditioner,Noisy,7/5/2023,942,712,1,2022,2027
2129,Air Conditioner,Not working,2/29/2024,903,473,2,2021,2026
2094,Air Conditioner,Noisy,2/15/2025,3484,121,24,2024,2029
2014,Mini Fridge,Noisy,4/4/2024,882,438,2,2019,2022
2137,Coffee Maker,Leaking,9/24/2023,519,632,1,2014,2017
2105,Coffee Maker,Noisy,4/16/2025,2297,62,24,2023,2026
2051,Air Conditioner,Low performance,10/8/2023,2015,617,3,2014,2019
2002,Television,Flickering,4/5/2024,1182,437,2,2024,2028
2002,Heater,Flickering,1/2/2023,984,897,1,2018,2021
2084,Lamp,Unresponsive,1/15/2023,2543,884,3,2020,2022
2140,Heater,Noisy,8/13/2023,758,674,1,2018,2021
2049,Lamp,Unresponsive,7/28/2024,2120,324,7,2023,2025
2047,Hair Dryer,Leaking,2/11/2024,2558,491,5,2020,2022
2034,Lamp,Not working,4/24/2025,3241,54,24,2019,2021
2101,Heater,Leaking,4/7/2025,3729,71,24,2015,2018
2126,Mini Fridge,Not working,5/8/2024,797,404,2,2023,2026
2029,Mini Fridge,Noisy,12/11/2024,4875,188,24,2021,2023
2137,Heater,Flickering,3/25/2023,1518,815,2,2019,2022
2075,Television,Overheating,12/11/2023,2553,553,4,2017,2021
2083,Heater,Not working,3/31/2023,4269,809,5,2017,2020
2044,Air Conditioner,Noisy,8/22/2024,2685,298,9,2014,2019
2141,Air Conditioner,Flickering,3/24/2024,1641,450,4,2016,2021
2003,Coffee Maker,Overheating,4/25/2025,1874,53,24,2016,2019
2132,Air Conditioner,Not working,5/5/2024,4743,407,12,2020,2025
2078,Mini Fridge,Unresponsive,5/15/2023,634,764,1,2017,2021
2057,Coffee Maker,Not working,6/25/2023,3500,722,5,2018,2021
2142,Lamp,Not working,12/1/2024,4200,198,20,2024,2026
2023,Air Conditioner,Leaking,9/3/2024,2794,286,9,2018,2023
2008,Air Conditioner,Low performance,9/3/2023,3361,652,5,2014,2019
2143,Air Conditioner,Leaking,8/27/2023,9858,660,15,2016,2021
2055,Hair Dryer,Low performance,4/25/2024,2060,417,5,2023,2025
2052,Heater,Flickering,10/21/2024,4752,239,19,2023,2026
2146,Coffee Maker,Flickering,7/28/2023,4378,690,6,2020,2023
2119,Lamp,Leaking,12/20/2023,3311,545,5,2023,2025
2035,Mini Fridge,Leaking,8/19/2024,1172,301,4,2014,2016
2028,Television,Leaking,2/2/2025,1315,135,10,2014,2018
2088,Hair Dryer,Unresponsive,3/22/2023,3826,818,4,2017,2019
2052,Coffee Maker,Not working,2/27/2025,4842,110,24,2020,2023
